SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,EnergyValue (Terajoules - TJ),PeriodEndDate
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,366.108718,31/12/2023
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,377.899495,31/12/2023
"Agriculture, Forestry and Fishing",Non-Dairy Agriculture,"A0112-A0113, A0115, A0121, A0123, A013-A015, A017-A019, A02, A05",Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,907.079198,31/12/2023
"Agriculture, Forestry and Fishing",NULL,A,Renewables,Geothermal,NULL,NULL,NULL,NULL,Non-Transport,445,31/12/2023
"Agriculture, Forestry and Fishing",NULL,A,Fossil Fuels,Diesel,NULL,NULL,NULL,NULL,Non-Transport,121.161435,31/12/2023
"Agriculture, Forestry and Fishing",NULL,A,Fossil Fuels,Natural Gas,NULL,NULL,NULL,NULL,Non-Transport,49.384197,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1.096132,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.147718,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.428885,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,33.081884,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,5.821882,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,295.32157,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,40.14143,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,15.159216,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,373.648048,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,757.311372,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,415.351684,31/12/2023
Commercial,Accommodation and Food Services,H,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,416.025545,31/12/2023
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,54.009091,31/12/2023
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,214.31798,31/12/2023
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Cooking Elements,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,422.234018,31/12/2023
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,153.258674,31/12/2023
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1193.058799,31/12/2023
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1028.976384,31/12/2023
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1596.654725,31/12/2023
Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,224.145878,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,5.900276,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,0.223321,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,33.174354,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,70.447457,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,892.358162,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,270.648752,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,51.182332,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,NULL,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,NULL,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,347.831182,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,839.766178,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,198.5396,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,248.116023,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,10.44531,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,345.909385,31/12/2023
Commercial,"Arts, Recreational and Other Services","R, S",Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,378.869416,31/12/2023
Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,3.026552,31/12/2023
Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,2.747474,31/12/2023
Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,27.201684,31/12/2023
Commercial,"Building Cleaning, Pest Control and Other Support Services",N73,Electricity,Electricity,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,Pumping,Non-Transport,27.201684,31/12/2023
Commercial,Data Centers,J592,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,408.36,31/12/2023
Commercial,Data Centers,J592,Electricity,Electricity,Electronics and Lights,LED,Electronics and Lighting,Lighting,Non-Transport,9.84,31/12/2023
Commercial,Data Centers,J592,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,73.8,31/12/2023
Commercial,Defence,O76,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,18.818672,31/12/2023
Commercial,Defence,O76,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,7.915014,31/12/2023
Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,81.049362,31/12/2023
Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,64.906339,31/12/2023
Commercial,Defence,O76,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,6.758029,31/12/2023
Commercial,Defence,O76,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,15.037746,31/12/2023
Commercial,Defence,O76,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,75.868436,31/12/2023
Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,87.85568,31/12/2023
Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,199.553913,31/12/2023
Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,94.252002,31/12/2023
Commercial,Defence,O76,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,51.404435,31/12/2023
Commercial,Defence,O76,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,15.037746,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,122.875431,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1.976689,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,18.230695,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,3.124652,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,171.695371,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,136.196397,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,10.280745,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1.108399,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1.108399,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,36.423895,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,296.562558,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1072.690287,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,40.407529,31/12/2023
Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1.999139,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,59.163971,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Coal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,19.755901,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,18.230695,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,3.124652,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,149.794409,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,40.461129,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,30.687287,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1.108399,31/12/2023
Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,1.108399,31/12/2023
