Row,SectorGroup,Sector,SectorANZSIC,FuelGroup,Fuel,TechnologyGroup,Technology,EndUseGroup,EndUse,Transport,TJ,PeriodEndDate,Period
128,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,2613.081232,2023-12-31,2023
129,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,138.932633,2023-12-31,2023
130,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,249.135758,2023-12-31,2023
131,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Reformer,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,15558.44316,2023-12-31,2023
132,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Natural Gas,Stationary Motors,"Pump Systems (for Fluids, etc.)",Stationary Motive Power,"Motive Power, Stationary",Non-Transport,898.635752,2023-12-31,2023
133,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,16.24007,2023-12-31,2023
134,Industrial,"Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing",C22-C24,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,438.493367,2023-12-31,2023
135,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,22.96267,2023-12-31,2023
136,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,642.997645,2023-12-31,2023
137,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,45.928908,2023-12-31,2023
138,Commercial,Accommodation and Food Services,H,Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,34.380112,2023-12-31,2023
139,Industrial,Construction,E,Fossil Fuels,Diesel,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,795.892966,2023-12-31,2023
140,"Agriculture, Forestry and Fishing",Forestry and Logging,A03,Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1566.575813,2023-12-31,2023
141,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Diesel,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,1436.708989,2023-12-31,2023
142,Commercial,"Financing, Insurance, Real Estate and Business Services","K, L, M, N72",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,2839.766399,2023-12-31,2023
143,"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,131.011203,2023-12-31,2023
144,"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,6.5529,2023-12-31,2023
145,"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,6.5529,2023-12-31,2023
146,"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",A04,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,19.653501,2023-12-31,2023
147,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,93.42364,2023-12-31,2023
148,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,34.502503,2023-12-31,2023
149,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,209.723177,2023-12-31,2023
150,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,7.064226,2023-12-31,2023
151,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,44.716434,2023-12-31,2023
152,Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,1041.124852,2023-12-31,2023
153,Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,1615.50541,2023-12-31,2023
154,Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,226.792225,2023-12-31,2023
155,Commercial,Accommodation and Food Services,H,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,54.646742,2023-12-31,2023
156,Commercial,Accommodation and Food Services,H,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,216.848295,2023-12-31,2023
157,Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Cooking Elements,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,427.219065,2023-12-31,2023
158,Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,155.068102,2023-12-31,2023
159,Commercial,Accommodation and Food Services,H,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1207.144483,2023-12-31,2023
160,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,40.884594,2023-12-31,2023
161,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Refrigeration Systems,Heating/Cooling,Refrigeration,Non-Transport,2.022742,2023-12-31,2023
162,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,36.853927,2023-12-31,2023
163,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,300.063883,2023-12-31,2023
164,Commercial,"Education and Training: Pre-School, Primary and Secondary",P80,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1085.354857,2023-12-31,2023
165,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Heat/Cooling Devices,Hot Water Cylinder,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,85.281473,2023-12-31,2023
166,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Cooling),Heating/Cooling,Space Cooling,Non-Transport,129.10708,2023-12-31,2023
167,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Stationary Motors,Electric Motor,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,11.102682,2023-12-31,2023
168,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Electronics and Lights,Electronics,Electronics and Lighting,Electronics and Other Electrical Uses,Non-Transport,76.065808,2023-12-31,2023
169,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Electronics and Lights,Lights,Electronics and Lighting,Lighting,Non-Transport,305.93039,2023-12-31,2023
170,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Heat/Cooling Devices,Heat Pump (for Heating),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,20.590429,2023-12-31,2023
171,Commercial,Education and Training: Tertiary Education and Other Education,P81-P82,Electricity,Electricity,Heat/Cooling Devices,Resistance Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,285.355173,2023-12-31,2023
172,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,,2023-12-31,2023
173,Commercial,"Arts, Recreational and Other Services","R, S",Fossil Fuels,Petrol,Stationary Motors,Stationary Engine,Stationary Motive Power,"Motive Power, Stationary",Non-Transport,,2023-12-31,2023
174,Industrial,"Food and Beverage Product Manufacturing (excluding Dairy, Meat, Seafood)","C114-C119, C12",Fossil Fuels,Diesel,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,387.997933,2023-12-31,2023
175,Industrial,"Petroleum, Basic Chemical and Rubber Product Manufacturing",C17-C19,Fossil Fuels,Fuel Oil,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,206.882336,2023-12-31,2023
176,Industrial,Dairy Product Manufacturing,C113,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,122.0025624,2023-12-31,2023
177,Industrial,Dairy Product Manufacturing,C113,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,88.34668313,2023-12-31,2023
178,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,3682.598924,2023-12-31,2023
179,Industrial,Wood Product Manufacturing,C14,Renewables,Geothermal,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,524.1572513,2023-12-31,2023
180,Commercial,Wholesale and Retail Trade - Non Food,"F33, F34, F35, F37, F38, G39, G40, G42, G43",Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,593.025313,2023-12-31,2023
181,Commercial,Wholesale Trade - Food,F36,Fossil Fuels,LPG,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,3.457933,2023-12-31,2023
182,Commercial,Retail Trade - Food,G41,Fossil Fuels,LPG,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,16.231576,2023-12-31,2023
183,Commercial,Retail Trade - Food,G41,Fossil Fuels,LPG,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,815.970769,2023-12-31,2023
184,Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Cooking Ovens,Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,295.166879,2023-12-31,2023
185,Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,40.120404,2023-12-31,2023
186,Commercial,Accommodation and Food Services,H,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,15.151275,2023-12-31,2023
187,Commercial,Information Media and Telecommunications,J,Fossil Fuels,LPG,Mobile Motors,Internal Combustion Engine (Land Transport),Mobile Motive Power,"Motive Power, Mobile",Non-Transport,15.216021,2023-12-31,2023
188,Residential,Residential,Z001,Fossil Fuels,LPG,Heat/Cooling Devices,Gas Water Heater,Heating/Cooling,"Low Temperature Heat (<100 C), Water Heating",Non-Transport,2547.351849,2023-12-31,2023
189,Residential,Residential,Z001,Fossil Fuels,LPG,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,1236.436602,2023-12-31,2023
190,Residential,Residential,Z001,Fossil Fuels,LPG,Heat/Cooling Devices,"Cooking Appliances, Residential Only (Cooktops/Microwaves/Ovens/Uprights)  ",Heating/Cooling,"Intermediate Heat (100-300 C), Cooking",Non-Transport,42.799545,2023-12-31,2023
191,Residential,Residential,Z001,Fossil Fuels,Petrol,Mobile Motors,Internal Combustion Engine (Recreational Marine)  ,Mobile Motive Power,"Motive Power, Mobile",Non-Transport,14131.84031,2023-12-31,2023
192,Industrial,Wood Product Manufacturing,C14,Renewables,Wood,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,16883.57957,2023-12-31,2023
193,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Renewables,Wood,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,6131.151416,2023-12-31,2023
194,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,202.018856,2023-12-31,2023
195,Industrial,"Textile, Leather, Clothing and Footwear Manufacturing",C13,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,60.659456,2023-12-31,2023
196,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,1519.914206,2023-12-31,2023
197,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,542.940878,2023-12-31,2023
198,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Process Requirements",Non-Transport,107.527706,2023-12-31,2023
199,Industrial,"Pulp, Paper and Converted Paper Product Manufacturing",C15,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Burner (Direct Heat),Heating/Cooling,"Low Temperature Heat (<100 C), Space Heating",Non-Transport,0.267766,2023-12-31,2023
200,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"High Temperature Heat (>300 C), Process Requirements",Non-Transport,1441.114102,2023-12-31,2023
201,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Furnace/Kiln,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,25.449583,2023-12-31,2023
202,Industrial,Non-Metallic Mineral Product Manufacturing,C20,Fossil Fuels,Natural Gas,Heat/Cooling Devices,Boiler Systems,Heating/Cooling,"Intermediate Heat (100-300 C), Process Requirements",Non-Transport,128.002186,2023-12-31,2023
